year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,months,total_cases
1991,39,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.0714285714300003,28.1428571429,6.68571428571,32.8,24.4,31.8,9,92
1991,40,31.68,299.65,299.69285714299997,296.397142857,301.6,298.3,60.0,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.914285714289999,32.8,23.3,26.5,10,140
1991,41,32.1,299.562857143,299.671428571,295.887142857,302.0,297.6,55.1,80.5157142857,32.1,17.3442857143,2.2571428571400003,27.657142857100002,6.61428571429,31.7,22.8,8.3,10,116
1991,42,3.29,299.897142857,299.921428571,296.018571429,302.0,298.1,31.19,79.3828571429,3.29,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,10,142
1991,43,50.24,299.891428571,299.992857143,295.455714286,302.0,298.0,12.6,76.7771428571,50.24,16.85,2.8142857142900004,27.8285714286,7.085714285710001,32.8,23.3,3.5,10,129
1991,44,72.61,299.905714286,299.992857143,295.918571429,302.4,298.1,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,10,140
1991,45,42.92,299.09,299.278571429,295.567142857,302.6,297.3,74.83,81.05857142859999,42.92,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,11,140
1991,46,78.73,298.685714286,298.785714286,295.61571428599996,301.0,297.4,72.7,83.5142857143,78.73,17.0614285714,1.97142857143,26.657142857100002,6.74285714286,31.1,22.2,28.2,11,127
1991,47,0.0,298.698571429,298.707142857,294.03,300.8,297.1,15.1,75.5485714286,0.0,15.46,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,9.4,11,129
1991,48,35.34,298.375714286,298.5,294.93857142900004,301.1,296.9,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,26.271428571399998,6.58571428571,30.0,22.2,76.2,11,169
1991,49,0.0,298.642857143,298.842857143,294.974285714,300.5,297.7,35.1,80.27571428569999,0.0,16.34,1.8,26.728571428600002,6.05714285714,30.6,23.3,19.6,12,141
1991,50,0.0,298.518571429,298.592857143,294.51428571400004,300.2,297.3,26.8,78.6214285714,0.0,15.8842857143,2.01428571429,25.6142857143,5.85714285714,29.4,21.7,34.2,12,108
1991,51,0.0,298.08428571400003,298.135714286,292.86571428599996,299.6,296.6,8.76,72.8614285714,0.0,14.3357142857,2.0714285714300003,25.0,6.15714285714,28.9,20.6,6.1,12,78
1991,52,0.0,296.521428571,296.507142857,292.04571428599996,299.2,294.3,19.3,76.1271428571,0.0,13.635714285699999,2.2142857142900003,24.3571428571,6.18571428571,28.3,19.4,13.7,12,70
1992,1,0.03067198395729065,295.3310546875,296.0884094238281,289.8836364746094,299.990478515625,294.5505676269531,-1.5063421726226809,69.14002227783203,0.03067198395729065,12.030329704284668,4.014468193054198,23.79723358154297,7.171812534332275,29.22595405578613,18.71982765197754,5.054967403411865,1,81
1992,2,200.85,297.912857143,298.12142857099997,294.457142857,300.4,296.1,18.3,81.3,200.85,15.878571428599999,2.3,25.657142857100002,7.5,30.6,20.6,58.2,1,104
1992,3,3.12,297.338571429,297.48571428599996,294.467142857,300.2,295.6,19.8,84.1171428571,3.12,15.8328571429,1.85714285714,25.471428571399997,6.17142857143,31.1,21.7,32.3,1,90
1992,4,0.0,297.091428571,297.335714286,293.021428571,299.5,295.6,5.11,78.2914285714,0.0,14.4828571429,2.3571428571400004,24.8571428571,7.44285714286,30.6,20.0,1.3,1,85
1992,5,0.0,297.42,297.55,292.718571429,299.3,295.5,6.5,75.22,0.0,14.1857142857,2.44285714286,24.8,6.58571428571,28.9,20.0,9.2,1,55
1992,6,0.0,296.92,297.12857142900003,292.61714285700003,300.7,294.5,16.2,77.05857142859999,0.0,14.1228571429,3.4,24.714285714299997,7.357142857139999,30.6,20.0,3.0,2,53
1992,7,0.03067198395729065,297.798571429,298.05714285700003,294.65,300.2,295.3,20.1,82.8757142857,0.03067198395729065,16.06,2.2,26.028571428600006,6.57142857143,32.2,20.0,1.3,2,65
1992,8,0.03067198395729065,297.898571429,298.107142857,293.62857142900003,300.1,296.3,4.4,77.2957142857,0.03067198395729065,15.0128571429,2.58571428571,25.7571428571,7.385714285710001,33.9,21.7,8.9,2,33
1992,9,0.03067198395729065,297.472857143,297.678571429,292.967142857,299.3,296.3,14.4,76.0371428571,0.03067198395729065,14.3814285714,2.41428571429,25.285714285700003,6.17142857143,29.4,21.7,16.0,2,38
1992,10,0.0,297.651428571,297.8,293.317142857,299.8,295.7,5.5,76.8785714286,0.0,14.701428571400001,2.3142857142900004,25.657142857100002,7.814285714289999,31.1,20.6,2.9,3,59
1992,11,23.22,297.63428571400004,297.785714286,293.54,299.6,296.1,12.6,78.0571428571,23.22,14.944285714300001,2.51428571429,25.785714285700003,7.75714285714,31.7,21.7,5.9,3,40
1992,12,0.0,297.947142857,298.15,293.708571429,300.4,295.5,3.56,77.5057142857,0.0,15.135714285699999,2.7,26.1,7.857142857139999,31.1,21.7,4.8,3,37
1992,13,0.0,297.218571429,297.428571429,293.578571429,300.3,295.8,21.0,80.2385714286,0.0,14.968571428599999,2.8,26.2,5.71428571429,32.2,22.2,2.3,3,29
1992,14,122.27,297.982857143,298.071428571,293.88428571400004,300.2,296.0,16.2,78.0671428571,122.27,15.264285714300001,2.74285714286,26.228571428600002,7.52857142857,31.1,21.7,24.1,4,30
1992,15,43.21,298.682857143,298.87857142900003,294.195714286,301.6,295.9,11.1,76.3757142857,43.21,15.6128571429,3.61428571429,26.985714285700002,7.84285714286,32.8,21.7,0.0,4,30
1992,16,83.11,297.831428571,298.0,294.94285714299997,300.4,296.6,70.6,84.1842857143,83.11,16.3242857143,2.14285714286,26.8142857143,5.88571428571,31.7,22.8,24.5,4,28
1992,17,36.16,298.088571429,298.257142857,294.048571429,300.6,296.5,25.8,78.4257142857,36.16,15.4528571429,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,4,23
1992,18,0.0,298.197142857,298.521428571,293.4,302.1,295.6,4.0,74.9328571429,0.0,14.9,3.61428571429,27.3714285714,6.5,33.9,23.3,1.6,4,24
1992,19,13.92,298.335714286,298.44285714299997,294.221428571,302.1,296.0,45.0,78.48,13.92,15.75,3.0,26.785714285700003,6.914285714289999,33.9,22.2,32.0,5,29
1992,20,2.94,298.33428571400003,298.51428571400004,294.275714286,300.4,296.4,27.5,78.38142857140001,2.94,15.6871428571,2.22857142857,27.4428571429,5.95714285714,31.1,22.8,8.1,5,26
1992,21,71.85,298.408571429,298.55714285700003,295.767142857,301.0,296.8,570.5,85.6471428571,71.85,17.2328571429,2.7142857142900003,27.8571428571,6.77142857143,32.8,23.3,22.1,5,23
1992,22,186.25,298.61571428599996,298.75,296.33428571400003,301.4,297.0,130.3,87.3014285714,186.25,17.8328571429,2.3571428571400004,27.4285714286,5.95714285714,31.7,23.9,80.2,5,20
1992,23,42.24,299.104285714,299.228571429,296.522857143,301.0,297.8,50.0,85.8271428571,42.24,17.9957142857,2.11428571429,27.5,6.914285714289999,31.7,22.8,103.9,6,19
1992,24,43.21,298.901428571,298.964285714,296.154285714,300.5,297.6,43.8,84.87,43.21,17.57,1.98571428571,28.2,6.87142857143,32.8,24.4,102.4,6,20
1992,25,52.07,298.93142857099997,298.957142857,296.042857143,301.0,297.0,37.1,84.2485714286,52.07,17.4414285714,2.0,28.285714285700003,6.74285714286,32.8,24.4,29.8,6,26
1992,26,52.96,299.56857142900003,299.55,296.38428571400004,301.8,298.0,33.7,82.7771428571,52.96,17.8071428571,1.72857142857,28.485714285700002,7.02857142857,32.8,23.9,5.4,6,29
1992,27,10.74,300.17714285700004,300.37857142900003,296.275714286,301.8,298.3,10.0,79.33428571430001,10.74,17.6671428571,2.27142857143,29.228571428600002,6.6428571428600005,33.3,25.6,3.1,7,31
1992,28,1.86,300.285714286,300.564285714,296.198571429,302.2,298.7,5.4,78.4971428571,1.86,17.5685714286,2.78571428571,28.728571428600002,6.61428571429,32.8,24.4,1.8,7,28
1992,29,94.14,299.79,299.828571429,296.052857143,301.8,298.0,46.1,80.15,94.14,17.43,2.0,27.6285714286,6.04285714286,31.7,23.9,45.2,7,26
1992,30,33.51,299.227142857,299.37142857099997,295.875714286,301.1,298.0,69.04,81.9842857143,33.51,17.2485714286,2.02857142857,27.5571428571,6.85714285714,31.7,23.3,41.0,7,32
1992,31,31.12,299.025714286,299.107142857,295.745714286,300.8,297.7,58.8,82.3457142857,31.12,17.1142857143,1.81428571429,27.971428571399997,6.92857142857,32.2,22.8,14.2,7,35
1992,32,59.22,299.755714286,299.914285714,296.158571429,301.5,297.6,27.1,80.7842857143,59.22,17.5471428571,2.42857142857,28.0714285714,6.1,31.7,23.3,16.6,8,33
1992,33,65.55,299.215714286,299.221428571,296.007142857,301.3,297.8,81.8,82.75,65.55,17.4157142857,1.95714285714,27.6714285714,7.55714285714,31.7,22.8,41.9,8,30
1992,34,68.22,299.491428571,299.73571428599996,296.214285714,301.9,298.3,61.6,82.3171428571,68.22,17.6014285714,2.24285714286,28.214285714299997,6.92857142857,33.9,24.4,42.7,8,52
1992,35,27.7,300.067142857,300.157142857,296.05714285700003,302.2,298.1,28.9,78.86428571430001,27.7,17.4585714286,2.42857142857,28.271428571399998,6.82857142857,32.2,23.9,3.1,8,59
1992,36,61.55,300.108571429,300.157142857,296.17571428599996,302.0,298.4,34.36,79.2042857143,61.55,17.564285714300002,2.2,28.728571428600002,7.485714285710001,34.4,24.4,6.5,9,67
1992,37,21.34,299.727142857,299.757142857,295.937142857,302.2,298.2,87.2,79.93,21.34,17.3528571429,2.02857142857,28.028571428600006,6.54285714286,32.2,23.9,23.6,9,65
1992,38,41.32,299.978571429,300.071428571,296.111428571,302.2,298.4,32.6,79.52571428569999,41.32,17.5414285714,2.34285714286,28.1428571429,7.085714285710001,32.8,23.9,28.9,9,74
1992,39,95.55,299.292857143,299.37857142900003,296.281428571,301.4,297.9,116.79,83.7,95.55,17.7514285714,2.04285714286,27.5571428571,7.24285714286,32.8,23.3,60.9,9,70
1992,40,97.7,299.624285714,299.707142857,296.13,302.3,297.6,34.2,81.2971428571,97.7,17.6042857143,2.3,27.971428571399997,7.22857142857,33.3,23.3,22.6,9,61
1992,41,23.1,300.267142857,300.328571429,296.424285714,302.8,298.3,19.4,79.7371428571,23.1,17.8971428571,3.25714285714,28.8857142857,7.8,35.0,23.9,0.0,10,53
1992,42,18.95,300.11857142900004,300.228571429,295.892857143,302.6,297.7,11.3,77.83428571430001,18.95,17.3085714286,2.97142857143,29.157142857100002,7.114285714289999,33.3,25.0,8.0,10,76
1992,43,12.18,299.848571429,299.914285714,295.645714286,301.6,298.4,21.5,77.8757142857,12.18,17.0442857143,2.51428571429,28.657142857100002,7.45714285714,32.8,23.9,11.9,10,61
1992,44,80.58,299.802857143,299.842857143,295.805714286,302.3,297.0,25.0,78.91,80.58,17.247142857100002,3.02857142857,28.6714285714,7.285714285710001,33.3,23.9,18.6,10,57
1992,45,64.0,299.80714285700003,299.85,296.27,301.5,298.5,27.7,81.0528571429,64.0,17.73,2.0714285714300003,28.3857142857,7.7,33.3,22.2,14.2,11,44
1992,46,40.06,299.041428571,299.207142857,295.07428571400004,300.9,297.4,31.72,79.0128571429,40.06,16.481428571400002,2.41428571429,27.5428571429,6.84285714286,31.7,22.8,161.0,11,34
1992,47,43.44,298.342857143,298.285714286,294.652857143,300.6,296.6,49.97,80.2557142857,43.44,16.067142857100002,1.82857142857,26.6857142857,7.0,31.1,22.2,26.1,11,47
1992,48,47.42,298.664285714,298.742857143,296.041428571,301.1,296.9,128.1,85.5871428571,47.42,17.5285714286,2.0,27.4,6.77142857143,32.8,23.3,46.3,11,60
1992,49,53.73,298.46,298.55,295.25285714299997,300.6,297.0,54.8,82.6485714286,53.73,16.678571428599998,1.92857142857,26.6285714286,7.24285714286,31.1,22.2,62.6,12,60
1992,50,86.28,298.734285714,298.914285714,294.65,300.5,297.5,19.23,78.3114285714,86.28,16.0242857143,2.11428571429,26.9142857143,7.185714285710001,31.1,22.2,9.4,12,53
1992,51,0.0,298.285714286,298.507142857,293.828571429,300.7,296.4,24.94,76.66142857140001,0.0,15.251428571400002,2.64285714286,26.6857142857,8.385714285710003,32.2,21.7,47.5,12,36
1992,52,0.0,297.172857143,297.35,292.8,299.1,296.1,23.8,76.7571428571,0.0,14.3242857143,1.92857142857,25.9142857143,6.4857142857099985,29.4,21.7,5.5,12,31
1993,53,0.03067198395729065,295.34521484375,296.2132263183594,289.8836364746094,299.9569091796875,294.5505676269531,-1.5063421726226809,68.93498229980469,0.03067198395729065,12.030329704284668,4.156221389770509,23.9842529296875,7.075173377990723,29.017269134521484,18.921445846557614,7.225545406341553,1,30
1993,1,46.79,297.467142857,297.55,294.15,299.4,296.1,41.9,81.8785714286,46.79,15.52,1.9,25.8714285714,6.5,30.6,21.7,28.0,1,32
1993,2,0.0,297.331428571,297.342857143,293.06857142900003,299.2,296.2,27.5,77.1442857143,0.0,14.4671428571,1.71428571429,24.5,7.04285714286,28.3,20.6,23.5,1,28
1993,3,0.0,297.401428571,297.62857142900003,293.075714286,299.5,296.2,11.2,76.9842857143,0.0,14.49,2.2,24.8571428571,7.12857142857,30.0,20.0,6.6,1,33
